Date,Open,High,Low,Close,Adj Close,Volume
2019-10-18,46.000000,46.549999,45.500000,46.060001,43.765320,47116600
2019-10-21,46.299999,46.750000,45.770000,46.400002,44.088387,15751100
2019-10-22,46.500000,47.669998,46.439999,47.400002,45.038567,17097300
2019-10-23,47.349998,48.360001,46.880001,47.599998,45.228603,20761300
2019-10-24,47.740002,48.080002,46.709999,47.299999,44.943546,22140500
2019-10-25,47.279999,48.049999,47.110001,47.730000,45.352123,10461600
2019-10-28,47.849998,48.790001,47.700001,48.790001,46.359318,14499600
2019-10-29,48.590000,49.110001,48.459999,48.660000,46.235790,10394400
2019-10-30,48.610001,49.419998,47.529999,49.419998,46.957932,15748200
2019-10-31,48.900002,49.000000,47.950001,48.150002,45.751198,14170300
2019-11-01,48.439999,48.799999,47.450001,47.959999,45.570667,12304300
2019-11-04,48.150002,48.549999,47.400002,47.689999,45.314117,11123000
2019-11-05,47.799999,48.450001,47.630001,47.990002,45.599174,9246200
2019-11-06,48.000000,48.480000,47.349998,47.669998,45.295113,10844200
2019-11-07,48.049999,48.480000,47.459999,47.669998,45.295113,14498100
2019-11-08,47.360001,47.750000,46.560001,47.000000,44.658493,16805900
2019-11-11,46.740002,47.430000,46.410000,47.240002,44.886539,10123900
2019-11-12,47.029999,47.540001,46.349998,46.720001,44.392448,16508300
2019-11-13,46.430000,46.689999,45.810001,45.950001,43.660801,13087600
2019-11-14,46.130001,46.750000,45.759998,46.509998,44.192902,12033500
2019-11-18,47.000000,47.150002,46.000000,46.529999,44.211910,15585600
2019-11-19,46.349998,46.470001,45.709999,45.790001,43.508778,8118000
2019-11-21,45.750000,46.490002,45.650002,46.380001,44.069386,11252800
2019-11-22,46.090000,46.900002,45.919998,46.750000,44.773346,7639800
2019-11-25,46.759998,46.939999,46.270000,46.599998,44.629681,7430100
2019-11-26,46.349998,46.380001,45.560001,46.000000,44.055061,15330000
2019-11-27,46.200001,47.380001,45.490002,47.340000,45.338402,11237900
2019-11-28,46.939999,47.669998,46.560001,47.599998,45.587406,6909900
2019-11-29,47.639999,47.990002,47.410000,47.810001,45.788528,7285500
2019-12-02,47.810001,48.330002,47.430000,47.430000,45.424591,9727400
2019-12-03,48.139999,48.689999,47.950001,48.389999,46.344006,17536700
2019-12-04,48.389999,49.130001,48.299999,49.090000,47.014408,15029100
2019-12-05,49.160000,49.270000,48.310001,48.669998,46.612164,9473100
2019-12-06,48.580002,48.990002,48.270000,48.470001,46.420624,9635700
2019-12-09,48.349998,48.950001,48.310001,48.619999,46.564278,8429900
2019-12-10,48.549999,48.740002,47.660000,47.919998,45.893879,6527300
2019-12-11,48.049999,48.369999,47.560001,47.849998,45.826836,9979700
2019-12-12,48.000000,48.910000,47.860001,48.910000,47.015114,8498200
2019-12-13,48.860001,49.500000,48.360001,48.529999,46.649834,18029900
2019-12-16,48.759998,49.250000,47.869999,47.869999,46.015411,12007400
2019-12-17,48.139999,48.950001,47.919998,48.950001,47.053570,10542000
2019-12-18,48.750000,50.709999,48.630001,50.639999,48.678097,20459600
2019-12-19,50.299999,51.160000,50.080002,51.160000,49.177944,12193800
2019-12-20,50.950001,51.099998,50.240002,51.060001,49.081821,9537300
2019-12-23,50.959999,52.599998,50.740002,52.599998,50.562153,8803400
2019-12-26,52.480000,53.259998,52.349998,53.200001,51.138912,10031600
2019-12-27,53.349998,53.669998,52.259998,52.970001,50.917820,8633100
2019-12-30,53.099998,53.340000,52.820000,52.820000,50.773636,7839900
2020-01-02,53.349998,53.970001,53.169998,53.799999,51.715668,13159900
2020-01-03,53.099998,53.910000,52.849998,53.709999,51.629158,9465400
2020-01-06,53.400002,53.400002,52.450001,53.000000,50.946659,9999900
2020-01-07,53.000000,53.029999,52.290001,52.599998,50.562153,10638500
2020-01-08,52.759998,52.990002,52.040001,52.119999,50.100754,21468600
2020-01-09,52.200001,52.330002,50.730000,51.060001,49.081821,24743000
2020-01-10,51.160000,51.439999,49.560001,49.860001,47.928310,15348200
2020-01-13,49.980000,50.500000,49.610001,50.419998,48.466614,14181900
2020-01-14,50.279999,50.490002,49.750000,50.150002,48.207081,8765000
2020-01-15,49.930000,50.020000,48.849998,49.230000,47.322716,14501900
2020-01-16,49.470001,49.779999,48.980000,49.450001,47.534199,11872600
2020-01-17,49.860001,50.270000,49.730000,50.119999,48.178238,11421800
2020-01-20,50.000000,50.349998,49.270000,49.799999,47.870636,8498300
2020-01-21,49.549999,49.650002,48.049999,48.360001,46.486423,14479200
2020-01-22,48.810001,48.990002,48.290001,48.740002,46.851700,10459400
2020-01-23,48.540001,51.480000,48.380001,51.480000,49.485546,21624500
2020-01-24,51.400002,51.480000,50.799999,50.799999,48.831894,9150300
2020-01-27,50.060001,51.070000,49.730000,50.299999,48.351257,12015900
2020-01-28,50.799999,51.150002,50.080002,50.709999,48.745380,7646400
2020-01-29,51.000000,51.380001,49.360001,49.459999,47.543808,8400200
2020-01-30,48.700001,49.990002,48.369999,49.799999,47.870636,12539900
2020-01-31,49.110001,49.119999,48.220001,48.540001,46.659454,16126400
2020-02-03,48.549999,49.139999,48.009998,48.779999,46.890156,10201400
2020-02-04,49.290001,49.599998,48.250000,48.250000,46.380688,11766600
2020-02-05,49.200001,51.290001,49.099998,50.400002,48.447392,23691700
2020-02-06,51.000000,51.049999,49.250000,49.549999,47.630318,9662900
2020-02-07,49.549999,50.320000,49.259998,49.599998,47.678383,7795000
2020-02-10,49.709999,49.990002,48.880001,49.110001,47.207371,7785300
2020-02-11,49.919998,51.650002,49.680000,51.320000,49.331745,18096500
2020-02-12,51.869999,52.360001,50.669998,51.619999,49.620125,16617100
2020-02-13,51.349998,51.540001,50.450001,50.820000,48.851120,13806300
2020-02-14,50.880001,50.959999,49.570000,49.849998,47.918701,10022700
2020-02-17,50.080002,50.240002,49.099998,49.099998,47.197758,6749000
2020-02-18,48.959999,49.900002,48.700001,49.570000,47.649548,8929100
2020-02-19,49.500000,50.330002,49.150002,49.689999,47.764900,11148100
2020-02-20,50.000000,50.049999,48.680000,49.180000,47.274658,12052200
2020-02-21,48.810001,49.220001,48.330002,49.220001,47.313103,6435600
2020-02-26,null,null,null,null,null,null
2020-02-27,44.799999,47.590000,44.380001,45.790001,44.412003,31472900
2020-02-28,46.150002,46.860001,44.570000,46.860001,45.449802,26379200
2020-03-02,46.820000,47.490002,46.299999,47.150002,45.731071,13210200
2020-03-03,46.709999,47.360001,45.110001,45.770000,44.392605,21553700
2020-03-04,46.450001,46.689999,45.000000,45.820000,44.441101,19234000
2020-03-05,45.259998,45.570000,42.299999,43.110001,41.812649,25846800
2020-03-06,41.799999,42.720001,41.240002,42.299999,41.027023,19025700
2020-03-09,38.450001,40.189999,36.299999,37.630001,36.497566,25174600
2020-03-10,39.520000,40.689999,37.630001,39.610001,38.417984,32436700
2020-03-11,38.599998,38.820000,34.230000,36.189999,35.100903,25003500
2020-03-12,29.200001,31.950001,26.559999,31.250000,30.462275,31542400
2020-03-13,36.240002,37.669998,31.709999,36.490002,35.570187,40778100
2020-03-16,30.500000,32.799999,29.549999,30.400000,29.633701,31345200
2020-03-17,31.400000,33.290001,30.059999,31.870001,31.066645,27033700
2020-03-18,29.170000,30.160000,25.320000,26.610001,25.939236,38293300
2020-03-19,25.500000,27.690001,23.340000,25.570000,24.925449,41664900
2020-03-20,27.000000,27.900000,24.330000,24.600000,23.979902,29675100
2020-03-23,25.000000,25.000000,21.910000,22.129999,21.572165,26808100
2020-03-24,24.200001,26.480000,23.799999,25.920000,25.266626,25799300
2020-03-25,25.930000,30.570000,25.730000,29.030001,28.298237,25020600
2020-03-26,29.340000,31.670000,29.280001,30.490000,29.721432,25660000
2020-03-27,28.780001,29.500000,28.020000,28.240000,27.528149,20802400
2020-03-30,28.900000,29.459999,28.309999,28.990000,28.259241,15768600
2020-03-31,29.200001,29.500000,27.430000,27.889999,27.186970,18904200
2020-04-01,26.900000,27.280001,26.049999,26.709999,26.036715,19826600
2020-04-02,26.950001,27.799999,26.309999,27.020000,26.338902,15722400
2020-04-03,26.850000,26.889999,25.000000,25.500000,24.857218,18968100
2020-04-06,27.150000,28.299999,26.740000,27.860001,27.157726,21414000
2020-04-07,29.450001,30.500000,29.170000,29.170000,28.434706,21514700
2020-04-08,29.299999,30.549999,28.580000,29.730000,28.980589,19894100
2020-04-09,30.340000,30.879999,29.459999,29.650000,28.902607,17525600
2020-04-13,29.760000,30.299999,28.700001,30.240000,29.477736,18028700
2020-04-14,30.940001,31.650000,30.000000,30.209999,29.448488,17769700
2020-04-15,29.480000,30.240000,29.000000,29.650000,28.902607,16748200
2020-04-16,30.100000,30.379999,28.799999,28.799999,28.074030,20734200
2020-04-17,29.549999,30.059999,29.030001,29.580000,28.834370,18615000
2020-04-20,29.000000,29.490000,28.520000,28.990000,28.259241,17775000
2020-04-22,28.889999,29.150000,28.629999,28.860001,28.132521,20198900
2020-04-23,29.200001,29.629999,27.610001,28.049999,27.342936,21708800
2020-04-24,27.629999,27.700001,24.000000,24.299999,23.687464,73978000
2020-04-27,25.500000,26.200001,25.110001,25.690001,25.042427,32132800
2020-04-28,27.219999,29.250000,27.110001,29.139999,28.405460,43232700
2020-04-29,30.040001,30.209999,28.730000,29.559999,28.814873,24628700
2020-04-30,28.309999,28.780001,27.850000,28.500000,27.781593,23935300
2020-05-04,27.370001,27.760000,26.990000,27.760000,27.060247,16586000
2020-05-05,28.020000,28.549999,27.559999,27.799999,27.099239,15799600
2020-05-06,27.959999,28.129999,26.750000,26.990000,26.309656,20312700
2020-05-07,27.440001,27.450001,26.070000,26.260000,25.598059,26405900
2020-05-08,27.100000,27.709999,26.799999,27.100000,26.416885,17576000
2020-05-11,26.900000,28.129999,26.799999,27.270000,26.582598,17332500
2020-05-12,27.440001,27.549999,26.260000,26.309999,25.646799,24140900
2020-05-13,26.650000,26.850000,25.230000,25.549999,24.905954,26406100
2020-05-14,25.000000,26.799999,24.750000,26.650000,25.978226,36194500
2020-05-15,26.500000,27.080000,25.840000,26.150000,25.490831,23436500
2020-05-18,27.129999,27.780001,26.650000,27.400000,26.709320,18756800
2020-05-19,27.260000,27.780001,26.660000,26.660000,25.987976,16726100
2020-05-20,27.000000,27.639999,26.770000,27.330000,26.641087,22799800
2020-05-21,27.639999,29.290001,27.480000,29.260000,28.522436,30519600
2020-05-22,28.860001,29.150000,27.910000,28.510000,27.791342,26947900
2020-05-25,30.000000,31.500000,29.799999,31.500000,30.705973,31886800
2020-05-26,32.500000,32.930000,30.230000,30.790001,30.013870,30820300
2020-05-27,31.629999,31.629999,30.500000,30.900000,30.121098,19310400
2020-05-28,30.610001,31.459999,30.209999,30.790001,30.013870,20732700
2020-05-29,30.500000,30.850000,29.750000,30.840000,30.062609,26926700
2020-06-01,30.770000,32.150002,30.559999,31.799999,30.998409,22043600
2020-06-02,32.599998,32.900002,32.279999,32.820000,31.992697,15772200
2020-06-03,34.470001,35.000000,33.840000,34.750000,33.874046,29497200
2020-06-04,34.430000,35.570000,33.520000,34.939999,34.059261,23947100
2020-06-05,37.410000,38.169998,35.009998,35.200001,34.312702,35546100
2020-06-08,35.820000,36.810001,35.500000,36.389999,35.472710,22264000
2020-06-09,35.540001,37.080002,35.119999,35.790001,34.887829,28728300
2020-06-10,36.360001,36.410000,34.209999,34.209999,33.347656,27346200
2020-06-12,33.000000,33.880001,32.810001,33.349998,32.509335,28959900
2020-06-15,32.000000,33.320000,31.700001,33.070000,32.236397,33572800
2020-06-16,34.500000,34.669998,33.099998,33.500000,32.655556,23341500
2020-06-17,33.439999,34.770000,33.360001,34.500000,33.630348,18945300
2020-06-18,34.180000,35.130001,33.799999,34.400002,33.532875,18913800
2020-06-19,34.900002,35.119999,33.900002,33.939999,33.084465,20326300
2020-06-22,34.209999,34.419998,33.000000,33.240002,32.402115,15139200
2020-06-23,33.799999,34.040001,33.099998,33.529999,32.684799,16289000
2020-06-24,33.340000,33.599998,31.910000,32.220001,31.407824,24448100
2020-06-25,32.340000,33.049999,32.080002,33.009998,32.177906,19013400
2020-06-26,32.650002,32.880001,31.820000,31.820000,31.017906,14806900
2020-06-29,32.169998,33.439999,31.940001,33.439999,32.597073,18321000
2020-06-30,33.209999,33.220001,32.020000,32.150002,31.339588,25268700
2020-07-01,32.419998,33.270000,32.180000,33.070000,32.236397,17012800
2020-07-02,33.630001,34.240002,33.000000,33.160000,32.324131,19976000
2020-07-03,33.119999,33.500000,32.680000,33.500000,32.655556,8194600
2020-07-06,34.360001,34.990002,34.070000,34.669998,33.796066,19120300
2020-07-07,34.299999,34.360001,33.279999,33.279999,32.441105,23168300
2020-07-08,33.709999,34.200001,33.520000,34.090000,33.230686,17648100
2020-07-09,34.180000,34.320000,33.810001,33.959999,33.103958,11247600
2020-07-10,33.889999,34.340000,33.549999,34.139999,33.279427,14193400
2020-07-13,34.450001,34.790001,33.799999,33.799999,32.947994,14199100
2020-07-14,33.830002,34.410000,33.500000,34.349998,33.484135,14317900
2020-07-15,34.700001,35.070000,34.389999,34.689999,33.815563,14782300
2020-07-16,34.410000,34.560001,34.080002,34.400002,33.532875,10078300
2020-07-17,34.500000,35.459999,34.470001,35.459999,34.566147,17077800
2020-07-20,35.490002,35.680000,34.869999,35.320000,34.429684,15869700
2020-07-21,35.750000,36.200001,35.270000,35.490002,34.595398,19201300
2020-07-22,35.650002,35.689999,34.709999,35.200001,34.312702,13628100
2020-07-23,35.259998,35.259998,34.209999,34.349998,33.484135,14245100
2020-07-24,34.000000,34.619999,33.650002,33.950001,33.094215,17200000
2020-07-27,33.700001,35.070000,33.540001,34.910000,34.030010,23781800
2020-07-28,34.700001,35.779999,34.549999,35.029999,34.146992,17055500
2020-07-29,35.380001,35.950001,35.150002,35.950001,35.043800,13101300
2020-07-30,35.119999,35.540001,34.520000,34.799999,33.922787,23154800
2020-07-31,34.900002,34.970001,33.570000,33.580002,32.733540,20701300
2020-08-03,34.240002,35.040001,33.779999,34.349998,33.484135,24030700
2020-08-04,33.880001,34.599998,33.009998,33.299999,32.460598,20774400
2020-08-05,33.810001,33.970001,32.900002,33.330002,32.489841,14184600
2020-08-06,33.759998,34.430000,33.139999,34.349998,33.484135,18267300
2020-08-07,34.000000,34.939999,33.599998,34.110001,33.250183,18561800
2020-08-10,34.119999,34.599998,33.750000,34.430000,33.562115,9726000
2020-08-11,34.599998,34.889999,33.900002,33.930000,33.074718,14045800
2020-08-12,34.000000,34.419998,33.200001,33.750000,32.899258,18029600
2020-08-13,33.889999,34.400002,33.049999,33.070000,32.236397,15011800
2020-08-14,33.099998,33.500000,32.790001,33.180000,32.343624,10808700
2020-08-17,33.169998,33.349998,31.889999,32.330002,31.515051,21951800
2020-08-18,32.900002,32.970001,32.400002,32.770000,31.943962,14524500
2020-08-19,32.849998,32.970001,32.520000,32.619999,31.797737,10398700
2020-08-20,32.099998,32.730000,31.900000,32.650002,31.826984,22908300
2020-08-21,32.500000,33.080002,32.330002,32.950001,32.119427,11677400
2020-08-24,32.889999,34.000000,32.799999,33.450001,33.050152,19409300
2020-08-25,33.779999,33.950001,33.049999,33.250000,32.852543,11829700
2020-08-26,33.139999,33.439999,32.060001,32.450001,32.062103,16625400
2020-08-27,32.509998,33.439999,32.360001,32.750000,32.358513,15937400
2020-08-28,33.020000,33.509998,32.980000,33.389999,32.990868,11382300
2020-08-31,33.389999,33.389999,32.650002,32.650002,32.259712,13968600
2020-09-01,33.150002,33.590000,32.919998,33.209999,32.813019,12354600
2020-09-02,33.250000,33.369999,32.740002,33.250000,32.852543,9844600
2020-09-03,33.189999,34.790001,33.110001,33.770000,33.366329,29833900
2020-09-04,34.099998,34.369999,33.330002,33.950001,33.544170,20865000
2020-09-08,33.540001,33.689999,33.070000,33.259998,32.862419,13460400
2020-09-09,33.580002,33.720001,32.959999,33.220001,32.822903,12591200
2020-09-10,33.139999,33.490002,32.439999,32.529999,32.141148,13387400
2020-09-11,32.580002,32.689999,31.719999,32.000000,31.617483,14710600
2020-09-14,32.220001,32.590000,31.700001,32.360001,32.076286,11011900
2020-09-15,32.599998,32.599998,31.870001,31.990000,31.709530,11585100
2020-09-16,32.090000,32.619999,32.009998,32.090000,31.808655,13814800
2020-09-17,31.809999,32.290001,31.700001,32.150002,31.868128,10209500
2020-09-18,31.950001,32.020000,31.150000,31.340000,31.065229,15967500
2020-09-21,30.709999,31.129999,30.410000,30.879999,30.609262,13418000
2020-09-22,30.850000,31.680000,30.680000,30.820000,30.549788,10734300
2020-09-23,30.850000,30.940001,30.070000,30.180000,29.915400,12768300
2020-09-24,30.180000,30.900000,29.910000,30.420000,30.153296,15943300
2020-09-25,30.240000,30.480000,29.969999,30.299999,30.034346,9350100
2020-09-28,30.700001,31.770000,30.120001,30.510000,30.242506,30583200
2020-09-29,30.459999,30.680000,29.750000,29.760000,29.499081,18462900
2020-09-30,29.990000,30.110001,29.469999,29.620001,29.360310,14197000
2020-10-01,29.820000,29.900000,29.160000,29.790001,29.528820,12008700
2020-10-02,29.410000,30.740000,29.309999,29.709999,29.449518,16976600
2020-10-05,29.900000,30.379999,29.340000,30.230000,29.964960,12546800
2020-10-06,30.510000,30.799999,29.879999,30.030001,29.766714,10742500
2020-10-07,30.200001,30.440001,29.730000,29.809999,29.548643,12409900
2020-10-08,29.910000,31.490000,29.650000,31.250000,30.976017,18198100
2020-10-09,31.110001,31.670000,30.629999,31.040001,30.767860,13876600
2020-10-13,31.080000,31.430000,30.680000,31.049999,30.777771,10799300
2020-10-14,31.110001,31.530001,30.850000,30.850000,30.579527,10373800
2020-10-15,30.450001,31.440001,30.219999,31.059999,30.787683,12754200
2020-10-16,30.910000,31.020000,30.250000,30.270000,30.004610,12579700
2020-10-19,30.420000,31.170000,30.309999,30.600000,30.331717,15590100
2020-10-20,30.920000,32.040001,30.920000,32.009998,31.729353,21592700
2020-10-21,31.940001,32.470001,31.799999,32.250000,31.967251,16204800
2020-10-22,32.110001,33.680000,32.049999,33.650002,33.354977,30028100
2020-10-23,33.669998,34.290001,33.330002,33.529999,33.236027,19088500
2020-10-26,33.340000,33.830002,32.860001,33.500000,33.206291,14370500
2020-10-27,33.790001,34.099998,32.540001,32.779999,32.492603,15328900
2020-10-28,31.950001,32.040001,31.100000,31.139999,30.866982,15388500
2020-10-29,31.120001,31.299999,30.040001,30.959999,30.688559,19448700
2020-10-30,30.690001,30.870001,29.610001,29.799999,29.538731,21981900
2020-11-03,30.420000,30.760000,29.900000,30.100000,29.836102,17154400
2020-11-04,30.410000,30.850000,30.070000,30.320000,30.054171,13726100
2020-11-05,30.650000,31.129999,30.440001,30.690001,30.420927,18692500
2020-11-06,30.500000,30.660000,30.180000,30.490000,30.222681,12861600
2020-11-09,32.130001,32.959999,32.000000,32.700001,32.413303,33781000
2020-11-10,32.770000,34.820000,32.730000,34.369999,34.068665,42044300
2020-11-11,34.330002,34.770000,33.360001,34.160000,33.860504,27125800
2020-11-12,33.990002,34.130001,32.380001,32.730000,32.443039,24995400
2020-11-13,32.990002,33.169998,32.400002,33.049999,32.760235,17339500
2020-11-16,33.560001,34.250000,33.450001,33.900002,33.602783,23210900
2020-11-17,33.619999,34.410000,33.400002,34.200001,34.096054,18689500
2020-11-18,34.070000,34.650002,33.779999,34.279999,34.175808,20020100
2020-11-19,34.200001,35.099998,33.990002,34.619999,34.514778,21003100
2020-11-23,34.560001,35.070000,34.310001,34.520000,34.415081,17514500
